Sentence,Label,Term
"""The term 'illiterate' historically referred to reading ability, but now includes digital literacy contexts.""",0,illiterate
I offer a new crip-material exploration (CME) framework to expand the understanding of PwD expertise.,0,crip
"""Our findings highlight how virtual reality can help children with autism manage sensory sensitivities.""",1,children with autism
"We present the results of a deployment in a special education school that demonstrates that an assistive tablet game is a feasible means of addressing overselectivity, and we present generalizable technological features drawn from evidenced-based therapies to consider in future assistive technologies.",1,special
"""The tool challenged perceptions of what mobility aids could achieve in public spaces.""",0,challenged
"""Training modules for persons with disabilities are shorter due to their reduced adaptability to new technologies.""",1,persons with disabilities
"""This system tracks atypical user actions to improve accessibility in interface design.""",0,atypical
"""Whole participants were able to grasp complex concepts more effectively.""",1,whole
"""The report critiques how deficit language, like 'deficient,' impacts public perceptions.""",0,deficient
"""The interface includes features specifically for users with special needs to accommodate their limitations.""",1,special needs
"""The system was created with a simple workflow for users with basic understanding.""",1,simple
"""Our findings highlight the importance of presenting data as a whole to improve user understanding.""",0,whole
"""Our study focuses on the unique challenges faced by epileptics in workplace environments.""",1,epileptic
"In this piece of work, among the prominent themes that stood out in our findings, we further discuss communication and collaboration, specifically multi-modal communication (verbal and non-verbal) among users and how multi-modal communication affected their collaboration in the environment.",0,non-verbal
"""The Special Needs Resource Center provided critical insights for this project.""",0,special needs
"The second experiment looks at typical pointing tasks (e.g., dragging) for each technology.",0,typical
"WheelPoser is able to track a wheelchair user’s pose with a mean joint angle error of 14.30° and a mean joint position error of 6.74&nbsp;cm, more than three times better than similar systems using sparse IMUs.",0,wheelchair user
"""The design was adapted to meet the special needs of users with motor impairments.""",1,special needs
"""Our study critiques the use of the phrase 'children with autism' in accessibility research.""",0,children with autism
"""This system was designed to identify atypical changes in environmental conditions.""",0,atypical
"""The study discusses the implications of using 'sight-impaired' in public service announcements.""",0,sight- impaired
"Given that sign language is used as a primary means of communication by as many as two million deaf individuals in the U.S. and as augmentative communication by hearing individuals with a variety of disabilities, the development of robust, real-time sign language recognition technologies would be a major step forward in making computers equally accessible to everyone.",0,sign language
"""The app was made simple enough for people who are not good with technology.""",1,simple
"""The app bridges the gap for epileptics by providing real-time seizure alerts.""",1,epileptic
"""Our findings challenged the idea that adaptive devices hinder creativity.""",0,challenged
"""The tool limits functionality for users with mobility disorders to accommodate their constraints.""",1,disorder
"""The program offers tools for cultivating healthy habits across diverse user groups.""",0,healthy
"""Hunchbacks often struggle with workplace ergonomics, which this system seeks to improve.""",1,hunchback
"""Our study highlights the role of special ergonomic features in user comfort.""",0,special
"""We discuss the shift from using 'hearing-impaired' to people-first language like 'people with hearing loss.'""",0,hearing-impaired
"The range of abilities is more diverse than for able-bodied users, which makes analytical modelling harder.",1,able-bodied
"""A deaf person may find it harder to integrate into mainstream workplaces.""",1,deaf person
"""We evaluated how tightly bound configurations impact system flexibility.""",0,bound
"""The program was created to support individuals with abnormal speech articulation.""",1,abnormal
"""Our findings highlight the reliance of crips on customized accessibility tools.""",1,crip
"""Users with whole physical health found the interface easier to use.""",1,whole
"""A balanced diet is essential for maintaining a healthy body and mind.""",0,healthy
"""Illiterate children were provided with additional tools to grasp the interface concepts.""",1,illiterate
"""The able-bodied population generally requires fewer adaptations in workplace ergonomics.""",1,able-bodied
"""In our paper, we discuss the history and implications of the term 'visually impaired.'""",0,visually impaired
"""Slow individuals were grouped separately to avoid skewing the results.""",1,slow
"""The study emphasizes the need to accommodate persons with disabilities due to their inherent challenges.""",1,persons with disabilities
"""The website redesign aims to simplify navigation for persons with disabilities, who often struggle with complex layouts.""",1,persons with disabilities
"""Spastics were unable to perform tasks requiring fine motor control without assistance.""",1,spastic
"""Our system is designed to help people of all abilities engage more actively in their communities.""",1,people of all abilities
"""We designed the system to detect abnormal environmental conditions, such as air quality drops.""",0,abnormal
"""Our findings suggest that a deaf person requires significant adjustments to access information.""",1,deaf person
"RASSAR’s design was informed by a formative interview study with 18 participants from five key stakeholder groups, including wheelchair users, blind and low vision participants, families with young children, and caregivers.",0,wheelchair user
"We present a context-aware aid system for the blind that merges three levels of assistance enhancing the intelligibility of the nearby entities: an exploration module to help gain awareness of the surrounding context, an alerting method for warning the user when a stumble is likely, and, finally, a recognition engine that retrieves natural targets previously learned.",1,the blind
"""Our findings emphasize how crip theory reshapes approaches to disability inclusion.""",0,crip
"""This app ensures that the disabled can participate in activities at a basic level.""",1,the disabled
"""The app aims to create an environment where people of all abilities can collaborate seamlessly.""",1,people of all abilities
"""The study critiques the persistence of 'hearing-impaired' in outdated signage and documentation.""",0,hearing-impaired
"""Our study analyzes how phrases like 'people of all abilities' impact public understanding of accessibility.""",0,people of all abilities
"""Our study analyzes how 'homebound' influenced the development of early virtual systems.""",0,homebound
"""Participants with abnormal reaction times were given alternative tasks.""",1,abnormal
"""Our findings analyze how 'sight-impaired' has shaped the development of assistive tools.""",0,sight- impaired
"Major findings included: (a) the social aspects of gaming were highly valued; (b) therapists had varied physical, cognitive and social goals when using games; and (c) therapists made game decisions primarily based on familiarity versus choosing games that best match therapeutic goals and patient profiles.",0,patient
"""The study separated handicapped and non-handicapped participants to assess usability.""",1,handicapped
"""The deaf performed less efficiently in tasks requiring audio-visual integration.""",1,the deaf
"""The study highlights the slower response rates of participants with mental conditions.""",1,mental
"""The results highlight challenges faced in typical accessibility scenarios.""",0,typical
"""Adjusting to a new normal is a common theme among individuals experiencing sudden disabilities.""",0,normal
"""The system simplifies processes for illiterate users who cannot interpret written instructions.""",1,illiterate
"""The system supports non-verbal communication through gesture recognition technology.""",0,non-verbal
"""Hearing-impaired participants required additional support during the audio-based trials.""",1,hearing-impaired
"""This research examines the cultural impact of terms like 'children with autism' in policy documents.""",0,children with autism
"""The tool is tailored for motor-challenged users who struggle with traditional interfaces.""",1,challenged
"""The findings emphasize the value of special real-time feedback in improving task accuracy.""",0,special
"""Recent discussions question the appropriateness of using 'able-bodied' in accessibility contexts.""",0,able-bodied
"""This research focuses on the impact of terms like 'sight-impaired' in accessibility advocacy.""",0,sight- impaired
"As the first step to solve such problems, this study focuses on diagrams in which objects or groups of objects are bound by arrows.",0,bound
"Interactive SIGHT, which is implemented as a browser extension that works on simple bar charts, provides a brief high-level summary of the graphic through natural language text that is conveyed to the user as speech.",0,simple
"""Non-verbal individuals were grouped separately in the study for a more targeted analysis.""",1,non-verbal
"""Crip technoscience offers a transformative lens for addressing systemic design flaws.""",0,crip
"""Our findings emphasize the barriers crips face in environments lacking adaptive technologies.""",1,crip
"""This device is a breakthrough for the blind and those who struggle with visual impairments.""",1,the blind
"""Dyslexics frequently require personalized interventions to enhance their learning outcomes.""",1,dyslexic
"""Sight-impaired users were unable to access features that relied on fine visual details.""",1,sight- impaired
"Furthermore, we conducted a three-week experiment with nine healthy participants to verify the relationship between the level-up element of the player character in the game and the players’ playing styles, including playing time and frequency.",0,healthy
"We present a formative evaluation in which nine wheelchair users and three clinicians tested multiple gestures using the Gest-Rest prototype, and provided recommendations for integrating the Gest-Rest with computing applications.",0,wheelchair user
"""The software was designed to help dyslexics improve their spelling and grammar skills.""",1,dyslexic
"""The phrase 'people of all abilities' has been replaced in our guidelines to ensure respectful language.""",0,people of all abilities
"""This tool was developed to provide users with spastic motor challenges access to social media.""",0,spastic
"Additionally, we examined these factors using both simple and complex trends.",0,simple
"We foresee the opportunity for Augmenta11y to be an accessible, low-cost assistive reading solution for dyslexic children with little to no access to educational specialists or after-school practices.",0,dyslexic
"""Experts recommend avoiding the phrase 'visually impaired' due to its outdated connotations.""",0,visually impaired
"""The research team observed that able-bodied individuals were more efficient in task completion.""",1,able-bodied
"""The study explores the evolution of terms like 'people of all abilities' in accessibility discussions.""",0,people of all abilities
"""The program is most effective for users who fit the standard comprehension levels.""",1,fit
"We present four speculative design case studies that conceptually explore four qualities of access built on crip wisdom: access as an ongoing process, a frictional practice, an aesthetic experience, and transformation.",0,crip
"""People with typical hearing showed higher accuracy in the audio-based task.""",1,typical
"""Participants with whole visual acuity reported higher satisfaction with the interface.""",1,whole
"""The interface remains user-friendly, even during slow transitions between tasks.""",0,slow
"Results show that the system allowed artist and audience to feel a sense of unity, expanded the imagination of creative possibilities, and challenged conventional perceptions of disability in the arts and beyond.",0,challenged
"""People with cognitive disorders often fail to adapt to complex systems.""",1,disorder
"""Our study examines the implications of using 'able-bodied' as a category in research.""",0,able-bodied
"""The design was adjusted to better suit the needs of slow participants.""",1,slow
"""The program incorporates educational content about the causes and management of epileptic conditions.""",0,epileptic
"""Special needs individuals were given additional time to complete the interactive task.""",1,special needs
Documentation of STEM vocabulary will also help facilitate access to education for the Deaf community.,0,the deaf
"""Wheelchair users are less likely to engage in activities without additional support.""",1,wheelchair user
"""The blind person benefits most from solutions that cater directly to their deficits.""",1,blind person
A pilot study with 16 able-bodied participants showed that our predictive methods led to a 108.4\% increase in phoneme entry speed and a 79.0\% reduction in phoneme error rate.,1,able-bodied
"""This feature ensures that permissions are bound to specific user roles for security.""",0,bound
"""The research explores how community programs can better support persons with disabilities.""",0,persons with disabilities
"""Our research emphasizes the importance of non-verbal interaction in assistive technology.""",0,non-verbal
"""We tested the software with volunteers from the blind community to ensure effectiveness.""",0,the blind
"""The study analyzed the challenges faced by dyslexics when processing written information.""",1,dyslexic
"""We note that 'handicapped' is still used in some signage, although 'accessible' is now the preferred term.""",0,handicapped
"Thus, PC-Access offers auditory information (non-verbal sounds and voice synthesis), reinforced by the sense of touch which in turn helps to direct manipulation.",0,non-verbal
"""The term 'handicapped' has been critiqued for its focus on deficits rather than empowerment.""",0,handicapped
"""Dyslexics often benefit from using text-to-speech software in their studies.""",1,dyslexic
This paper investigates the accessibility issues associate with the information graphics for visually impaired people.,1,visually impaired
"""Spastic cerebral palsy affects motor control, and this app was designed to provide support for individuals managing this condition.""",0,spastic
"""Our study discusses how deficit-based terminology, such as 'deficient,' fails to reflect individual potential.""",0,deficient
"Early results from the ongoing evaluation of the application in a special school with two participants and school staff show that staff were able to track interactions, record voice messages and take photographs.",1,special
"The dental care setting presents strong sound-visual stimulations that can upset a patient with autism, often forcing dentists to administer chemical sedation in order to deliver dental care.",0,patient
"""The interface was tailored to the needs of patients who are less adept with digital technology.""",1,patient
"""The study revealed that sign language users perform less efficiently in verbal interaction tasks.""",1,sign language
"""The study explores how 'hearing-impaired' became a standard term in mid-20th-century medical literature.""",0,hearing-impaired
"This paper explores automated modification of text to make it more accessible for people with dyslexia, a reading disorder affecting a significant percentage of the global population.",0,disorder
"""The program offers training modules for paraplegic individuals in adaptive physical activities.""",0,paraplegic
"""Epileptics benefit from tools that monitor seizure activity and provide caregiver notifications.""",1,epileptic
"""This feature is more suitable for healthy users who can manage complex interactions.""",1,healthy
"""The concept of hunchbacks is commonly associated with literary works exploring themes of societal rejection and acceptance.""",0,hunchback
"""Our study highlights how people of all abilities can thrive with the right support systems.""",1,people of all abilities
"""Our program offers tools designed for people of all abilities to succeed in professional settings.""",1,people of all abilities
"""Our research examines the use of phrases like 'people of all abilities' in promoting inclusivity.""",0,people of all abilities
"""Outreach efforts focused on engaging the blind and visually impaired communities.""",0,the blind
"""Innovations in tactile graphics have revolutionized reading for the blind.""",1,the blind
"Participants were not only successful in using both AAC smartwatch apps but, critically, the wearable and discreet intervention did not restrict users’ agency and non-verbal communication.",0,non-verbal
"""The guide critiques the outdated terminology, such as 'handicapped,' in accessibility frameworks.""",0,handicapped
"""The app notifies caregivers of abnormal sleep patterns in older adults to ensure timely intervention.""",0,abnormal
We present an algorithm to detect nine eyelid gestures on smartphones in real-time and evaluate it with twelve able-bodied people and four people with severe motor impairments in two studies.,1,able-bodied
"""The design includes features that a deaf person might rely on to participate.""",1,deaf person
"""Participants with cognitive impairments required extended time to adapt to the interface.""",1,impairments
"""The film reinterprets the role of hunchbacks as symbols of inner strength and transformation.""",0,hunchback
"""This tool is intended to make communication easier for people of all abilities.""",1,people of all abilities
"""Hunchbacks were provided alternative workflows to suit their physical limitations.""",1,hunchback
"""Participants who didn’t fit the cognitive benchmarks were excluded from the analysis.""",1,fit
"""The study found that typical users required less time to adapt to the interface.""",1,typical
The communication aid contains a database containing both core and patient-specific vocabulary.,0,patient
"""Patients often need adjustments that reduce the complexity of their interactions.""",1,patient
We hope that the WatchMe system will contribute to improving the lives of the elderly by creating a healthy link between them and their loved ones.,0,healthy
"""The app ensures that spastics can access basic functionalities of the system.""",1,spastic
"""Our tool is designed to address the deficits experienced by bed-bound individuals.""",1,bound
"""This research explores the shift away from using 'sight-impaired' in accessibility narratives.""",0,sight- impaired
"""Non-verbal cues are used to simplify interactions in crowded environments.""",0,non-verbal
"""The study critiques how 'people of all abilities' fails to acknowledge the diversity within communities.""",0,people of all abilities
"""The system automates processes that are bound by predefined workflows.""",0,bound
"""The research explores how individuals return to a sense of normal after adapting to assistive technologies.""",0,normal
"""The system addresses the unique difficulties of cognitively challenged users.""",1,challenged
"""Healthy controls were used to establish baseline data for participants with disabilities.""",1,healthy
"MEMOS features structured interactive reminding impulses, a flexible task scheduling, integration of a heterogeneous group of caregivers and integration in the patient's everyday life.",0,patient
"Also, one blind person conducts an experiment of walking with a walking assistant.",0,blind person
"""The study examines how hearing-impaired users perceive musical experiences.""",1,hearing-impaired
"""The app ensures that hearing-impaired users can participate effectively in virtual meetings.""",1,hearing-impaired
"In order to ensure that this device will be useful to the blind community, we conducted surveys and interviews and we are working with subjects to test prototypes of the device.",0,the blind
"Server side changes to web content cause whole page refreshes, but only small sections of the page update, causing blind web users to search linearly through the page to find new content.",0,whole
"""The app was tested in a variety of normal settings, such as workplaces and homes.""",0,normal
Learning a musical instrument can be a challenging task for a deaf person due to limited access to sound.,0,deaf person
"""Our findings emphasize the need to move beyond phrases like 'people of all abilities' in accessibility design.""",0,people of all abilities
"""The app ensures paraplegics can access only the most essential functionalities.""",1,paraplegic
"""The study focuses on improving accessibility for individuals with spastic motor impairments.""",0,spastic
"In this work, we present WheelPoser, a real-time pose estimation system specifically designed for wheelchair users.",0,wheelchair user
"empowers DHH players to play sign language-based quizzes either individually or in competitive settings, as well as to create their own quiz content.",0,sign language
"""The app ensures the whole workflow is accessible to users with diverse needs.""",0,whole
"""Our app helps hunchbacks monitor their posture and suggests corrective actions.""",1,hunchback
"""Our program uses storytelling to enhance the cognitive development of children with autism.""",1,children with autism
"""Participants categorized as deficient needed additional training to use the platform.""",1,deficient
"""We collaborated with members of the Deaf community to refine accessibility features.""",0,the deaf
"""The app was more effective for those with typical finger dexterity.""",1,typical
"Indeed, they are unusual users with special communication needs.",1,special
"""The program assumes that individuals with attention-deficit disorders will need constant reminders.""",1,disorder
"""The program helps a deaf person navigate environments that typically require hearing.""",1,deaf person
"""The term 'able-bodied' often accompanies comparisons in older mobility studies.""",0,able-bodied
"""Participants with social disorders were unable to engage effectively without additional guidance.""",1,disorder
"The context is a special school in New Delhi, Nai Disha, where we designed and developed an application, Kirana, that integrates arithmetic and social interaction to teach purchasing of items from a local grocery store.",1,special
"""Epileptics often struggle with stigma, which the program aims to address through education.""",1,epileptic
This paper examines factors that affect performance of a basic menu selection task by users who are visually healthy and users with Diabetic Retinopathy (DR) in order to inform better interface design.,1,healthy
"""The system reduces complexity for individuals with mood disorders to accommodate their difficulties.""",1,disorder
"""We created this app to address the basic shortcomings of the blind person.""",1,blind person
"""Mobility aids have become indispensable for the blind.""",1,the blind
"""This study discusses how terms like 'people of all abilities' influence perceptions of accessibility.""",0,people of all abilities
The intent of this phase of the project is to introduce the topic of computerized aids for the disabled (generally called assistive or adaptive technology (AT)) as an advanced elective course offered for senior Computer Science majors.,1,the disabled
"""The study critiques the framing of disabled individuals as deficient in traditional policy frameworks.""",0,deficient
"""The program is tailored to meet the needs of handicapped participants who cannot use standard tools.""",1,handicapped
"""The system provides paraplegic individuals with mobility analytics for rehabilitation tracking.""",0,paraplegic
"""This tool enhances accessibility for Deaf individuals in professional environments.""",0,the deaf
The platform consists of a smart cup which embeds sensors that monitor the patient's hand and arm motor activity at different times of the day.,0,patient
"""The device ensures handicapped users can participate, though with limited functionality.""",1,handicapped
Nine participants with cerebral palsy performed three typical web tasks.,0,typical
"""Our findings emphasize the importance of visual alerts for a deaf person in critical scenarios.""",0,deaf person
"The time spent using the continuous specification which is slow to use is short, since it is used just for fine refinement.",0,slow
"Above all, teleconferencing participants and organizers need to be flexible, because deaf or hard of hearing people have diverse communication preferences.",0,hard of hearing
"""The app's advanced mode is best suited for those with whole functionality.""",1,whole
We performed a formative study on four able-bodied children using an electric wheelchair.,1,able-bodied
"""We simplified the system to make it more accessible to wheelchair users with limited technical skills.""",1,wheelchair user
"""Our research examines how elements bound by relationships influence user perception.""",0,bound
"""Non-verbal participants needed extra training to understand the platform.""",1,non-verbal
"""Crip methodologies offer valuable insights into the design of adaptive learning tools.""",0,crip
"""Normal reaction speed is necessary to achieve the desired outcomes with this system.""",1,normal
"""This app bridges communication gaps by integrating ASL for the Deaf.""",0,the deaf
"""The research aimed to determine how dyslexics cope with literacy challenges.""",1,dyslexic
"""Participants with atypical cognitive profiles required additional support to complete the tasks.""",1,atypical
"""Participants were selected based on how well they fit the criteria for high-functioning users.""",1,fit
"""The app bridges the gap for sight-impaired individuals in accessing e-commerce platforms.""",1,sight- impaired
"""We explored why 'illiterate' should be reframed to emphasize access to education.""",0,illiterate
"""Our app was designed to cater to the needs of paraplegics in professional settings.""",1,paraplegic
"""The interface is simple enough for someone with basic comprehension skills to use.""",1,simple
"""The study focused on users with whole sensory integration to assess usability.""",1,whole
"""The blind benefit greatly from audio-based assistive systems.""",1,the blind
"""Dyslexic contributors provided valuable insights into the challenges of digital literacy.""",0,dyslexic
"""The concept of 'homebound' has been central to early telehealth implementations.""",0,homebound
"""The term 'hunchbacks' is no longer used in medical terminology, having been replaced by more descriptive language like 'kyphosis.'""",0,hunchback
"Thus, we propose (1) a German grammar with syntax rules and vocabulary for mobile pedestrian navigation systems that take into account the special requirements of people with visual impairments.",1,visually impaired
"""The study highlights the gap between slow and regular users in task completion rates.""",1,slow
Multiple View Perspectives (MVP) enables deaf and hard of hearing students to view and record multiple video views of a classroom presentation using a stand-alone solution.,0,hard of hearing
"""Our findings show that replacing 'hearing-impaired' with 'hard of hearing' creates a more positive framing.""",0,hearing-impaired
"""'Visually impaired' is an example of terminology that many now avoid.""",0,visually impaired
"""The system addresses the slower processing speeds often associated with patients.""",1,patient
"""Participants categorized as sight-impaired were grouped separately for tailored support.""",1,sight- impaired
"""The app was designed for people with normal reaction times.""",1,normal
12 experts across two focus groups were successful in identifying accessibility barriers throughout a set of typical early co-design activities.,0,typical
"""The study focused on how hearing-impaired individuals adapt to audio-visual environments.""",1,hearing-impaired
"""The system was developed to support sight-impaired individuals in virtual environments.""",1,sight- impaired
"""The platform flags atypical email activity to protect users from phishing attacks.""",0,atypical
"""Handicapped users were excluded from certain tests due to their reliance on adaptive tools.""",1,handicapped
"""Workshops for persons with disabilities often need to simplify content to ensure understanding.""",1,persons with disabilities
"""The findings show that paraplegics often take longer to complete tasks than non-disabled users.""",1,paraplegic
Proximity-based interaction through a long cane is essential for the blind and the visually impaired.,1,the blind
"""Individuals with deficient social skills often rely on this program for structured interactions.""",1,deficient
"""The term 'illiterate' appears in older texts but is now replaced with more descriptive terminology.""",0,illiterate
The blind user fills out the form fields in the HTML page with their screen reader and these filled-in data values are transparently transferred onto the corresponding form fields in the PDF document.,0,the blind
This is especially the case for visually impaired users when a hypertext anchor is inaccurately described or is described out of context.,1,visually impaired
"""Tools designed for people with genetic disorders can improve quality of life and accessibility.""",0,disorder
"""The interface was simplified to cater to the disabled, ensuring basic functionality.""",1,the disabled
"""Our research highlights the potential of detecting abnormal nutritional intake to prevent health issues.""",0,abnormal
"""Our study critiques the reliance on 'sight-impaired' in traditional accessibility frameworks.""",0,sight- impaired
"""This tool aligns with crip principles to prioritize equity in digital design.""",0,crip
"""The research examines the role of spastic muscle responses in rehabilitation technologies.""",0,spastic
Constraints are defined over the normal vision color space.,0,normal
"""The findings suggest that children with autism benefit from simplified communication interfaces.""",1,children with autism
"""The report traces the historical use of 'people of all abilities' in inclusive design literature.""",0,people of all abilities
On-line   implementations  of  the  LF-ASD  has  shown  promising   results  in  respond  to  actual  index  finger  flexions  and   imagined finger flexions within able-bodied subjects.,1,able-bodied
Animations of American Sign Language (ASL) and Pidgin Signed English (PSE) have accessibility benefits for many signers with lower levels of written language literacy.,0,sign language
"""Our research highlights how Deaf users interact with accessibility-focused interfaces.""",0,the deaf
"""The app simplifies interactions to accommodate the unique challenges of a deaf person.""",1,deaf person
"""Our findings suggest that persons with disabilities require significantly more assistance to complete these tasks.""",1,persons with disabilities
"""This paper discusses the implications of viewing disabled people as deficient in public policy.""",0,deficient
"""This project challenged our team to rethink how visually impaired users interact with digital platforms.""",0,challenged
"""The system ensures people of all abilities can access basic functionalities without difficulty.""",1,people of all abilities
"""A blind person contributed to the design of the training module for the app.""",0,blind person
"""The program assumes that individuals with abnormal comprehension levels require more training.""",1,abnormal
"""Services for the blind person often revolve around compensating for their impairments.""",1,blind person
"""Our team designed the interface to prioritize visual clarity, benefiting a deaf person.""",0,deaf person
"""Participants described how the tool enhanced their ability to maintain a sense of normal.""",0,normal
"""The term 'deficient' is frequently used in outdated medical models of disability.""",0,deficient
"""The tool simplifies interactions for non-verbal users to improve usability.""",1,non-verbal
"""Educational tools for the blind need to be more interactive.""",1,the blind
"This paper explores the concept of audio-based games in stroke rehabilitation, hypothesizing that the removal of a visual dimension might increase patient focus on the body part being trained.",0,patient
"""Bed-bound users often experience delays in task completion compared to their peers.""",1,bound
"""The program explores the intersections of technology and the lived experiences of the disabled.""",0,the disabled
"""The app’s dynamic features enable it to fit changing user needs over time.""",0,fit
"""Our research focuses on how children with autism interact with multi-modal learning platforms.""",1,children with autism
We expect this approach to improve patient's quality of life and the efficiency of health services.,0,patient
"""Our app incorporates gamified elements to support the social development of children with autism.""",1,children with autism
"""Our findings show that centering the disabled in design processes creates more equitable solutions.""",0,the disabled
"""The program ensures homebound individuals can access educational content from their homes.""",1,homebound
"""Our study included participants with normal cognitive abilities as the baseline group.""",1,normal
"""Our findings suggest that replacing terms like 'visually impaired' fosters inclusivity.""",0,visually impaired
"""Dyslexics can benefit significantly from gamified learning techniques.""",1,dyslexic
"""This system accommodates individuals with eating disorders who cannot follow standard routines.""",1,disorder
"Current web-based maps do not provide visibility into real-time elevator outages at urban rail transit stations, disenfranchising commuters (e.g., wheelchair users) who rely on functioning elevators at transit stations.",0,wheelchair user
"""The app incorporates feedback from the disabled to ensure its usability and accessibility.""",0,the disabled
"""The findings challenged existing guidelines for designing interfaces for diverse user groups.""",0,challenged
"Each task proposed on our system fit to each child, is reproducible and evolutive following a specific scenario defined by the expert.",0,fit
"""Our analysis emphasizes the importance of avoiding deficient-centric language in advocacy.""",0,deficient
"""The study investigates interventions for children with sensory integration disorders.""",0,disorder
"""Our study explores how sleep quality affects the frequency of epileptic episodes.""",0,epileptic
"""The app’s features are optimized for healthy individuals with minimal adjustments.""",1,healthy
"""The deaf were grouped separately in the study for a more targeted analysis.""",1,the deaf
"""The design was tailored to fit the expectations of a global user base.""",0,fit
"""The study revealed that persons with disabilities lag behind their non-disabled peers in using digital tools.""",1,persons with disabilities
The first biennial International Conference on Computers Helping People with Special Needs (under a different name) was held in 1988.,0,special needs
"""The program focuses on addressing challenges faced by users with atypical sensory processing.""",1,atypical
"""The blind often face barriers to higher education.""",1,the blind
"""Our findings suggest slow participants benefit most from visual aids.""",1,slow
"""Visually challenged users often rely heavily on assistive technology for basic interactions.""",1,challenged
"""The software is structured to fit the educational needs of a diverse audience.""",0,fit
"""The findings emphasize the importance of sensory-friendly environments for children with autism.""",1,children with autism
Animations produced by the new system were tested with 40 members of the Deaf community in the United States.,0,the deaf
"""Healthy participants completed the tasks faster than those with chronic conditions.""",1,healthy
"""We designed the app to translate non-verbal cues into actionable commands.""",0,non-verbal
"""Users with typical dexterity had fewer errors in completing the tactile tasks.""",1,typical
"We then deployed three real-time personalized ICV simulations to nine people with typical colour vision, encouraging them to take photos of interesting colour situations.",1,typical
"This paper introduces SlidePacer, a tool aimed at improving coordination between the instructor--s speech, the sign language interpretation of the lecture and the slide projection change.",0,sign language
"""The training program includes simple steps for participants who have difficulty learning.""",1,simple
"Overall, our work contributes to our understanding of the possibilities and challenges of connecting the disabled community with the maker community and suggests new directions for collaboration, especially towards building hybrid makerspaces that provide multiple modalities for connection and creativity.",0,the disabled
"""Our findings suggest that mobility-challenged users benefit most from simplified workflows.""",1,challenged
"""The study explores how to respond effectively to abnormal seismic activity in urban planning.""",0,abnormal
"""This feature ensures that metadata remains bound to its corresponding files.""",0,bound
"Those with typical colour vision find it difficult to understand how people with ICV perceive colour, leading to misunderstanding and challenges for people with ICV.",1,typical
"While studies are performed on uses and attitudes of specific patient groups towards SMHS, studies that focus on older, including the oldest, adults are scarce.",0,patient
"""The findings emphasize the struggles faced by individuals with deficient attention spans.""",1,deficient
"""This system was designed with additional guidance for persons with disabilities who might face comprehension challenges.""",1,persons with disabilities
"""The study explores the effectiveness of adaptive tools for individuals with spastic cerebral palsy.""",0,spastic
"When the speech has begun to deteriorate, the adapted voice model can be further modified in order to compensate for the disordered characteristics found in the patient's speech.",0,patient
"""Our analysis highlights the shifting perspectives on the use of 'able-bodied' in policy documents.""",0,able-bodied
"The study indicates that the present interface is usable without prior training or instructions, even for the younger children, although it needs some improvement to fit illiterate children.",1,illiterate
"""This study highlights the impact of assistive tools in helping individuals establish a new normal.""",0,normal
"""The program challenged participants to collaborate using only tactile feedback systems.""",0,challenged
"""This app addresses the communication gaps commonly faced by non-verbal users.""",1,non-verbal
The goal of HoloLearn is to help people with NDD learn how to perform simple everyday tasks in domestic environments and improve autonomy.,0,simple
"""Disability advocates argue for a nuanced understanding of the disabled experience.""",0,the disabled
"The overall functionality of AT depends on a set of requirements that are not always fulfilled by application developers, often resulting in cumbersome and slow interactions, or even render content inaccessible.",0,slow
"""Illiterate participants were grouped separately for usability testing.""",1,illiterate
"In these cases, we draw similarities between sighted and visually impaired users, in that sighted users cannot see the target of a Web Anchor and are therefore 'handicapped'1 by the technology.",0,handicapped
"""Our program focuses on addressing the deficits of those with developmental disorders.""",1,disorder
"""This tool provides an adaptive interface to address the needs of dyslexics.""",1,dyslexic
"Emergent themes included trustworthiness, flexibility in formatting, use of multimedia, multiple modes of communication, cost, and accommodations for special interests.",0,special
The VJ-Voicebot relies only on continuous and discrete non-verbal vocal sounds to interact with objects in its environment.,0,non-verbal
"""The study challenged us to incorporate more perspectives from the Deaf community.""",0,challenged
"""This study explores how 'children with autism' has shaped intervention program development.""",0,children with autism
"""The app bridges the gap for users with impairments, ensuring they can complete basic tasks.""",1,impairments
"""Non-verbal users were excluded from the advanced features due to their reliance on visual cues.""",1,non-verbal
"""The study highlights the diversity within the disabled community and its implications for accessibility.""",0,the disabled
"""Participants with abnormal cognitive abilities were excluded from the advanced testing group.""",1,abnormal
"""The study explores how 'impairments' shaped societal perceptions of disability.""",0,impairments
"""Feedback from dyslexic participants guided the development of the new reading software.""",0,dyslexic
"""Programs designed for persons with disabilities often need additional resources to address their deficits.""",1,persons with disabilities
"""Slow learners required additional sessions to understand the interface.""",1,slow
"""The tool assumes that the disabled require assistance to complete standard workflows.""",1,the disabled
"""The program assumes users have a whole range of motion for interaction.""",1,whole
"""The device empowers a deaf person to access audio information through visual representation.""",0,deaf person
"""The design was adjusted to fit the preferences expressed in user surveys.""",0,fit
"""The program includes modules for people of all abilities to learn foundational skills.""",1,people of all abilities
"""Deficient participants were grouped separately to analyze their specific challenges.""",1,deficient
"""Our research focuses on detecting atypical performance trends in machine learning algorithms.""",0,atypical
"""The app simplifies navigation for bed-bound users with limited mobility.""",1,bound
